Source,Target
65681983,41420027
65681983,5851097
65681983,90809975
70368879,15447747
70368879,41420027
70368879,5851097
70368879,90809975
70368879,18514525
70368879,44509529
70368879,81997228
70368879,25725326
70368879,17382973
70368879,43886072
70368879,70875686
70368879,85289965
10045474,15447747
10045474,5851097
10045474,90809975
15447747,41420027
15447747,5851097
15447747,90809975
15447747,38342335
15447747,86066372
41420027,5851097
41420027,90809975
41420027,18514525
41420027,44509529
41420027,81997228
41420027,25725326
41420027,17382973
41420027,43886072
41420027,70875686
5851097,90809975
5851097,18514525
5851097,44509529
5851097,81997228
5851097,25725326
5851097,17382973
5851097,43886072
5851097,70875686
5851097,85289965
5851097,86066372
90809975,18514525
90809975,44509529
90809975,81997228
90809975,25725326
90809975,17382973
90809975,43886072
90809975,38342335
90809975,70875686
90809975,85289965
90809975,86066372
95440946,14558127
95440946,23434538
95440946,48130397
95440946,59305593
95440946,27581098
95440946,90846359
95440946,23516703
95440946,41420027
95440946,74889525
95440946,41209827
95440946,69946549
95440946,62111090
95440946,54757758
95440946,31226177
14558127,31434645
14558127,94224458
14558127,20590515
14558127,53334471
14558127,93191801
14558127,59305593
14558127,27581098
14558127,90846359
14558127,82732705
14558127,23516703
14558127,56984514
14558127,20612097
14558127,69946549
14558127,26096328
14558127,56910167
14558127,37129797
14558127,31226177
23434538,31434645
23434538,94224458
23434538,20590515
23434538,53334471
23434538,93191801
23434538,59305593
23434538,27581098
23434538,90846359
23434538,82732705
23434538,23516703
23434538,56984514
23434538,20612097
23434538,69946549
23434538,37129797
23434538,31226177
31434645,48130397
31434645,59305593
31434645,27581098
31434645,90846359
31434645,23516703
31434645,74889525
31434645,41209827
31434645,69946549
31434645,62111090
31434645,54757758
31434645,31226177
49238328,59305593
49238328,27581098
49238328,90846359
49238328,23516703
49238328,41420027
49238328,69946549
49238328,31226177
84211599,59305593
84211599,27581098
84211599,90846359
84211599,23516703
84211599,69946549
84211599,31226177
94224458,48130397
94224458,59305593
94224458,27581098
94224458,90846359
94224458,23516703
94224458,41420027
94224458,74889525
94224458,41209827
94224458,69946549
94224458,62111090
94224458,54757758
94224458,31226177
48130397,20590515
48130397,53334471
48130397,93191801
48130397,61740673
48130397,59305593
48130397,27581098
48130397,90846359
48130397,82732705
48130397,23516703
48130397,5851097
48130397,56984514
48130397,20612097
48130397,69946549
48130397,26096328
48130397,56910167
48130397,37129797
48130397,31226177
20590515,59305593
20590515,27581098
20590515,90846359
20590515,23516703
20590515,74889525
20590515,41209827
20590515,69946549
20590515,62111090
20590515,54757758
20590515,31226177
53334471,59305593
53334471,27581098
53334471,90846359
53334471,23516703
53334471,41420027
53334471,74889525
53334471,41209827
53334471,69946549
53334471,62111090
53334471,54757758
53334471,31226177
93191801,59305593
93191801,27581098
93191801,90846359
93191801,23516703
93191801,74889525
93191801,41209827
93191801,69946549
93191801,62111090
93191801,54757758
93191801,31226177
61740673,59305593
61740673,27581098
61740673,90846359
61740673,23516703
61740673,74889525
61740673,41209827
61740673,69946549
61740673,62111090
61740673,54757758
61740673,31226177
59305593,27581098
59305593,90846359
59305593,82732705
59305593,23516703
59305593,5851097
59305593,56984514
59305593,41420027
59305593,20612097
59305593,74889525
59305593,41209827
59305593,69946549
59305593,62111090
59305593,54757758
59305593,26096328
59305593,56910167
59305593,37129797
59305593,31226177
27581098,90846359
27581098,82732705
27581098,23516703
27581098,5851097
27581098,56984514
27581098,41420027
27581098,20612097
27581098,74889525
27581098,41209827
27581098,69946549
27581098,62111090
27581098,54757758
27581098,26096328
27581098,56910167
27581098,37129797
27581098,31226177
90846359,82732705
90846359,23516703
90846359,5851097
90846359,56984514
90846359,41420027
90846359,20612097
90846359,74889525
90846359,41209827
90846359,69946549
90846359,62111090
90846359,54757758
90846359,26096328
90846359,56910167
90846359,37129797
90846359,31226177
82732705,23516703
82732705,41420027
82732705,74889525
82732705,41209827
82732705,69946549
82732705,62111090
82732705,54757758
82732705,31226177
23516703,5851097
23516703,56984514
23516703,41420027
23516703,20612097
23516703,74889525
23516703,41209827
23516703,69946549
23516703,62111090
23516703,54757758
23516703,26096328
23516703,56910167
23516703,37129797
23516703,31226177
5851097,74889525
5851097,41209827
5851097,69946549
5851097,62111090
5851097,54757758
5851097,31226177
56984514,74889525
56984514,41209827
56984514,69946549
56984514,62111090
56984514,54757758
56984514,31226177
41420027,74889525
41420027,69946549
41420027,62111090
41420027,54757758
41420027,26096328
41420027,56910167
41420027,37129797
41420027,31226177
20612097,74889525
20612097,41209827
20612097,69946549
20612097,62111090
20612097,54757758
20612097,31226177
74889525,69946549
74889525,26096328
74889525,56910167
74889525,37129797
74889525,31226177
41209827,69946549
41209827,26096328
41209827,56910167
41209827,37129797
41209827,31226177
69946549,62111090
69946549,54757758
69946549,26096328
69946549,56910167
69946549,37129797
69946549,31226177
62111090,26096328
62111090,56910167
62111090,37129797
62111090,31226177
54757758,26096328
54757758,56910167
54757758,37129797
54757758,31226177
26096328,31226177
56910167,31226177
37129797,31226177
67922702,72291078
67922702,46576366
67922702,97949165
67922702,60954556
67922702,10182251
67922702,34550857
67922702,45354718
67922702,24224830
67922702,94145683
67922702,37675907
67922702,70913714
67922702,90448279
67922702,26973555
67922702,8491961
67922702,65305468
67922702,72971064
75944053,72291078
75944053,46576366
75944053,97949165
75944053,60954556
75944053,10182251
75944053,34550857
75944053,45354718
75944053,24224830
75944053,94145683
75944053,37675907
75944053,70913714
75944053,90448279
75944053,26973555
75944053,8491961
75944053,65305468
75944053,72971064
72291078,94693857
72291078,9742784
72291078,46576366
72291078,97949165
72291078,60954556
72291078,10182251
72291078,34550857
72291078,2295440
72291078,45354718
72291078,51405049
72291078,96363153
72291078,94145683
72291078,27548199
72291078,50954680
72291078,33158448
72291078,37675907
72291078,70913714
72291078,90448279
72291078,26973555
72291078,8491961
72291078,65305468
72291078,72971064
72291078,44097050
72291078,41999284
94693857,46576366
94693857,97949165
94693857,60954556
94693857,10182251
94693857,34550857
94693857,45354718
94693857,24224830
94693857,94145683
94693857,37675907
94693857,70913714
94693857,90448279
94693857,26973555
94693857,8491961
94693857,65305468
94693857,72971064
9742784,46576366
9742784,97949165
9742784,60954556
9742784,10182251
9742784,34550857
9742784,45354718
9742784,24224830
9742784,94145683
9742784,37675907
9742784,70913714
9742784,90448279
9742784,26973555
9742784,8491961
9742784,65305468
9742784,72971064
46576366,2295440
46576366,51405049
46576366,96363153
46576366,94145683
46576366,27548199
46576366,50954680
46576366,33158448
46576366,37675907
46576366,70913714
46576366,79606837
46576366,44097050
46576366,50588353
46576366,41999284
97949165,2295440
97949165,51405049
97949165,96363153
97949165,94145683
97949165,27548199
97949165,50954680
97949165,33158448
97949165,37675907
97949165,70913714
97949165,79606837
97949165,44097050
97949165,50588353
97949165,41999284
60954556,2295440
60954556,51405049
60954556,96363153
60954556,94145683
60954556,27548199
60954556,50954680
60954556,33158448
60954556,37675907
60954556,70913714
60954556,79606837
60954556,44097050
60954556,50588353
60954556,41999284
10182251,2295440
10182251,51405049
10182251,96363153
10182251,94145683
10182251,27548199
10182251,50954680
10182251,33158448
10182251,37675907
10182251,70913714
10182251,79606837
10182251,44097050
10182251,50588353
10182251,41999284
34550857,2295440
34550857,51405049
34550857,96363153
34550857,94145683
34550857,27548199
34550857,50954680
34550857,33158448
34550857,37675907
34550857,70913714
34550857,79606837
34550857,44097050
34550857,50588353
34550857,41999284
2295440,45354718
2295440,94145683
2295440,37675907
2295440,70913714
2295440,90448279
2295440,26973555
2295440,8491961
2295440,65305468
2295440,72971064
45354718,51405049
45354718,96363153
45354718,94145683
45354718,27548199
45354718,50954680
45354718,33158448
45354718,37675907
45354718,70913714
45354718,79606837
45354718,44097050
45354718,50588353
45354718,41999284
51405049,24224830
51405049,94145683
51405049,37675907
51405049,70913714
51405049,90448279
51405049,26973555
51405049,8491961
51405049,65305468
51405049,72971064
96363153,24224830
96363153,94145683
96363153,37675907
96363153,70913714
96363153,90448279
96363153,26973555
96363153,8491961
96363153,65305468
96363153,72971064
24224830,94145683
24224830,33158448
24224830,37675907
24224830,70913714
24224830,44097050
94145683,27548199
94145683,50954680
94145683,33158448
94145683,37675907
94145683,70913714
94145683,79606837
94145683,90448279
94145683,26973555
94145683,8491961
94145683,65305468
94145683,72971064
94145683,44097050
94145683,50588353
94145683,41999284
27548199,37675907
27548199,70913714
27548199,26973555
27548199,8491961
27548199,65305468
27548199,72971064
50954680,37675907
50954680,70913714
50954680,26973555
50954680,8491961
50954680,65305468
50954680,72971064
33158448,37675907
33158448,70913714
33158448,90448279
33158448,26973555
33158448,8491961
33158448,65305468
33158448,72971064
37675907,70913714
37675907,79606837
37675907,90448279
37675907,26973555
37675907,8491961
37675907,65305468
37675907,72971064
37675907,44097050
37675907,50588353
37675907,41999284
70913714,79606837
70913714,90448279
70913714,26973555
70913714,8491961
70913714,65305468
70913714,72971064
70913714,44097050
70913714,50588353
70913714,41999284
79606837,26973555
79606837,8491961
79606837,65305468
79606837,72971064
90448279,44097050
26973555,44097050
26973555,50588353
26973555,41999284
8491961,44097050
8491961,50588353
8491961,41999284
65305468,44097050
65305468,50588353
65305468,41999284
72971064,44097050
72971064,50588353
72971064,41999284
51531505,23434538
51531505,14558127
51531505,92559258
51531505,10239627
51531505,69610326
51531505,94415058
51531505,96227613
51531505,81439173
51531505,1475311
51531505,41620959
51531505,59123194
51531505,70771599
51531505,27548199
51531505,9464441
51531505,84013237
51531505,86532744
51531505,42160203
51531505,56832966
51531505,80117527
51531505,65741786
51531505,38342335
23434538,92559258
23434538,10239627
23434538,40318957
23434538,73941492
23434538,69610326
23434538,58092907
23434538,94415058
23434538,96227613
23434538,41620959
23434538,37469904
23434538,53208660
23434538,74850403
23434538,53262004
23434538,59123194
23434538,70771599
23434538,42160203
23434538,80117527
23434538,16691074
14558127,92559258
14558127,10239627
14558127,40318957
14558127,73941492
14558127,58092907
14558127,94415058
14558127,41620959
14558127,37469904
14558127,53208660
14558127,74850403
14558127,53262004
14558127,59123194
14558127,70771599
14558127,42160203
14558127,80117527
14558127,16691074
92559258,10239627
92559258,58092907
92559258,94415058
92559258,76794549
92559258,81439173
92559258,41620959
92559258,59123194
92559258,70771599
92559258,9464441
92559258,84013237
92559258,86532744
92559258,42160203
92559258,56832966
92559258,80117527
92559258,65741786
92559258,38342335
10239627,40318957
10239627,73941492
10239627,69610326
10239627,44179224
10239627,58092907
10239627,94415058
10239627,76794549
10239627,96227613
10239627,81439173
10239627,1475311
10239627,41620959
10239627,37469904
10239627,53208660
10239627,74850403
10239627,53262004
10239627,59123194
10239627,70771599
10239627,27548199
10239627,9464441
10239627,84013237
10239627,86532744
10239627,42160203
10239627,56832966
10239627,80117527
10239627,16691074
10239627,24094258
10239627,65741786
10239627,38342335
10239627,4280258
40318957,94415058
40318957,81439173
40318957,41620959
40318957,59123194
40318957,70771599
40318957,9464441
40318957,84013237
40318957,86532744
40318957,42160203
40318957,56832966
40318957,80117527
40318957,65741786
40318957,38342335
73941492,94415058
73941492,81439173
73941492,41620959
73941492,59123194
73941492,70771599
73941492,9464441
73941492,84013237
73941492,86532744
73941492,42160203
73941492,56832966
73941492,80117527
73941492,65741786
73941492,38342335
69610326,58092907
69610326,94415058
69610326,76794549
69610326,81439173
69610326,41620959
69610326,59123194
69610326,70771599
69610326,9464441
69610326,84013237
69610326,86532744
69610326,42160203
69610326,56832966
69610326,80117527
69610326,65741786
69610326,38342335
44179224,94415058
44179224,81439173
44179224,41620959
44179224,59123194
44179224,70771599
44179224,9464441
44179224,42160203
44179224,80117527
44179224,65741786
44179224,38342335
58092907,94415058
58092907,96227613
58092907,81439173
58092907,1475311
58092907,41620959
58092907,59123194
58092907,70771599
58092907,27548199
58092907,9464441
58092907,84013237
58092907,86532744
58092907,42160203
58092907,56832966
58092907,80117527
58092907,65741786
58092907,38342335
94415058,76794549
94415058,96227613
94415058,81439173
94415058,1475311
94415058,41620959
94415058,37469904
94415058,53208660
94415058,74850403
94415058,53262004
94415058,59123194
94415058,70771599
94415058,27548199
94415058,9464441
94415058,84013237
94415058,86532744
94415058,42160203
94415058,56832966
94415058,80117527
94415058,16691074
94415058,24094258
94415058,65741786
94415058,38342335
94415058,4280258
76794549,96227613
76794549,81439173
76794549,1475311
76794549,41620959
76794549,59123194
76794549,70771599
76794549,27548199
76794549,9464441
76794549,84013237
76794549,86532744
76794549,42160203
76794549,56832966
76794549,80117527
76794549,65741786
76794549,38342335
96227613,81439173
96227613,41620959
96227613,59123194
96227613,70771599
96227613,9464441
96227613,84013237
96227613,86532744
96227613,42160203
96227613,56832966
96227613,80117527
96227613,65741786
96227613,38342335
81439173,41620959
81439173,37469904
81439173,53208660
81439173,74850403
81439173,53262004
81439173,59123194
81439173,70771599
81439173,27548199
81439173,9464441
81439173,84013237
81439173,86532744
81439173,42160203
81439173,56832966
81439173,80117527
81439173,16691074
81439173,24094258
1475311,41620959
1475311,59123194
1475311,70771599
1475311,9464441
1475311,84013237
1475311,86532744
1475311,42160203
1475311,56832966
1475311,80117527
41620959,37469904
41620959,53208660
41620959,74850403
41620959,53262004
41620959,59123194
41620959,70771599
41620959,27548199
41620959,9464441
41620959,84013237
41620959,86532744
41620959,42160203
41620959,56832966
41620959,80117527
41620959,16691074
41620959,24094258
41620959,65741786
41620959,38342335
41620959,4280258
37469904,59123194
37469904,70771599
37469904,9464441
37469904,84013237
37469904,86532744
37469904,42160203
37469904,56832966
37469904,80117527
37469904,65741786
37469904,38342335
53208660,59123194
53208660,70771599
53208660,9464441
53208660,84013237
53208660,86532744
53208660,42160203
53208660,56832966
53208660,80117527
53208660,65741786
53208660,38342335
74850403,59123194
74850403,70771599
74850403,9464441
74850403,84013237
74850403,86532744
74850403,42160203
74850403,56832966
74850403,80117527
74850403,65741786
74850403,38342335
53262004,59123194
53262004,70771599
53262004,9464441
53262004,84013237
53262004,86532744
53262004,42160203
53262004,56832966
53262004,80117527
53262004,65741786
53262004,38342335
59123194,70771599
59123194,27548199
59123194,9464441
59123194,84013237
59123194,86532744
59123194,42160203
59123194,56832966
59123194,80117527
59123194,16691074
59123194,24094258
59123194,65741786
59123194,38342335
59123194,4280258
70771599,27548199
70771599,9464441
70771599,84013237
70771599,86532744
70771599,42160203
70771599,56832966
70771599,80117527
70771599,16691074
70771599,24094258
70771599,65741786
70771599,38342335
70771599,4280258
27548199,9464441
27548199,84013237
27548199,86532744
27548199,42160203
27548199,56832966
27548199,80117527
27548199,65741786
27548199,38342335
9464441,84013237
9464441,86532744
9464441,42160203
9464441,56832966
9464441,80117527
9464441,16691074
9464441,24094258
84013237,42160203
84013237,80117527
84013237,16691074
84013237,24094258
84013237,65741786
84013237,38342335
84013237,4280258
86532744,42160203
86532744,80117527
86532744,16691074
86532744,24094258
86532744,65741786
86532744,38342335
86532744,4280258
42160203,56832966
42160203,80117527
42160203,16691074
42160203,24094258
42160203,65741786
42160203,38342335
42160203,4280258
56832966,80117527
56832966,16691074
56832966,24094258
56832966,65741786
56832966,38342335
56832966,4280258
80117527,16691074
80117527,24094258
80117527,65741786
80117527,38342335
80117527,4280258
16691074,65741786
16691074,38342335
24094258,65741786
24094258,38342335
27204311,49003716
27204311,14785765
27204311,35618217
27204311,50546208
27204311,31314549
27204311,83190280
27204311,48444114
27204311,90590303
27204311,73347079
27204311,74997493
27204311,36429703
27204311,4280259
87209160,49003716
87209160,14785765
87209160,35618217
87209160,50546208
87209160,31314549
87209160,83190280
87209160,35726888
87209160,48444114
87209160,90590303
87209160,73347079
87209160,74997493
87209160,2857636
87209160,36429703
87209160,4280259
49003716,14785765
49003716,35618217
49003716,50546208
49003716,31314549
49003716,83190280
49003716,14558128
49003716,50810455
49003716,56196385
49003716,23434538
49003716,14816857
49003716,57103969
49003716,35726888
49003716,48444114
49003716,24224830
49003716,65681983
49003716,43898403
49003716,61740673
49003716,10045474
49003716,40975243
49003716,90590303
49003716,73347079
49003716,41375811
49003716,48905153
49003716,99726621
49003716,74997493
49003716,2857636
49003716,47163170
49003716,26847978
49003716,36429703
49003716,65711558
49003716,4280259
49003716,60303245
14785765,35618217
14785765,50546208
14785765,31314549
14785765,83190280
14785765,14558128
14785765,50810455
14785765,56196385
14785765,23434538
14785765,14816857
14785765,57103969
14785765,35726888
14785765,48444114
14785765,24224830
14785765,65681983
14785765,43898403
14785765,61740673
14785765,10045474
14785765,40975243
14785765,90590303
14785765,73347079
14785765,41375811
14785765,48905153
14785765,99726621
14785765,74997493
14785765,2857636
14785765,47163170
14785765,26847978
14785765,36429703
14785765,65711558
14785765,4280259
14785765,60303245
35618217,50546208
35618217,31314549
35618217,83190280
35618217,14558128
35618217,50810455
35618217,56196385
35618217,23434538
35618217,14816857
35618217,57103969
35618217,35726888
35618217,48444114
35618217,24224830
35618217,65681983
35618217,43898403
35618217,61740673
35618217,10045474
35618217,40975243
35618217,90590303
35618217,73347079
35618217,41375811
35618217,48905153
35618217,99726621
35618217,74997493
35618217,2857636
35618217,47163170
35618217,26847978
35618217,36429703
35618217,65711558
35618217,4280259
35618217,60303245
50546208,31314549
50546208,83190280
50546208,14558128
50546208,50810455
50546208,56196385
50546208,23434538
50546208,14816857
50546208,57103969
50546208,35726888
50546208,48444114
50546208,24224830
50546208,65681983
50546208,43898403
50546208,61740673
50546208,10045474
50546208,40975243
50546208,90590303
50546208,73347079
50546208,41375811
50546208,48905153
50546208,99726621
50546208,74997493
50546208,2857636
50546208,47163170
50546208,26847978
50546208,36429703
50546208,65711558
50546208,4280259
50546208,60303245
31314549,83190280
31314549,14558128
31314549,50810455
31314549,56196385
31314549,23434538
31314549,14816857
31314549,57103969
31314549,35726888
31314549,48444114
31314549,65681983
31314549,61740673
31314549,10045474
31314549,40975243
31314549,90590303
31314549,41375811
31314549,48905153
31314549,99726621
31314549,74997493
31314549,2857636
31314549,47163170
31314549,26847978
31314549,65711558
31314549,4280259
31314549,60303245
83190280,14558128
83190280,50810455
83190280,56196385
83190280,23434538
83190280,14816857
83190280,57103969
83190280,35726888
83190280,48444114
83190280,24224830
83190280,65681983
83190280,43898403
83190280,61740673
83190280,10045474
83190280,40975243
83190280,90590303
83190280,73347079
83190280,41375811
83190280,48905153
83190280,99726621
83190280,74997493
83190280,2857636
83190280,47163170
83190280,26847978
83190280,36429703
83190280,65711558
83190280,4280259
83190280,60303245
14558128,35726888
14558128,48444114
14558128,65681983
14558128,40975243
14558128,90590303
14558128,73347079
14558128,74997493
14558128,47163170
14558128,36429703
14558128,4280259
50810455,35726888
50810455,48444114
50810455,90590303
50810455,73347079
50810455,74997493
50810455,2857636
50810455,36429703
50810455,4280259
56196385,35726888
56196385,48444114
56196385,90590303
56196385,73347079
56196385,74997493
56196385,2857636
56196385,36429703
56196385,4280259
23434538,48444114
23434538,90590303
23434538,73347079
23434538,74997493
23434538,36429703
23434538,4280259
14816857,35726888
14816857,48444114
14816857,90590303
14816857,73347079
14816857,74997493
14816857,2857636
14816857,36429703
14816857,4280259
57103969,35726888
57103969,48444114
57103969,90590303
57103969,73347079
57103969,74997493
57103969,36429703
57103969,4280259
35726888,48444114
35726888,24224830
35726888,65681983
35726888,43898403
35726888,61740673
35726888,10045474
35726888,40975243
35726888,90590303
35726888,73347079
35726888,41375811
35726888,48905153
35726888,99726621
35726888,74997493
35726888,2857636
35726888,47163170
35726888,26847978
35726888,36429703
35726888,65711558
35726888,4280259
35726888,60303245
48444114,24224830
48444114,65681983
48444114,43898403
48444114,61740673
48444114,10045474
48444114,40975243
48444114,90590303
48444114,73347079
48444114,41375811
48444114,48905153
48444114,99726621
48444114,74997493
48444114,2857636
48444114,47163170
48444114,26847978
48444114,36429703
48444114,65711558
48444114,4280259
48444114,60303245
24224830,90590303
24224830,74997493
24224830,4280259
65681983,61740673
65681983,40975243
65681983,90590303
65681983,73347079
65681983,41375811
65681983,48905153
65681983,74997493
65681983,2857636
65681983,47163170
65681983,36429703
65681983,4280259
43898403,40975243
43898403,90590303
43898403,41375811
43898403,48905153
43898403,74997493
43898403,2857636
43898403,47163170
43898403,4280259
61740673,90590303
61740673,73347079
61740673,74997493
61740673,36429703
61740673,4280259
10045474,90590303
10045474,73347079
10045474,74997493
10045474,36429703
10045474,4280259
40975243,90590303
40975243,73347079
40975243,74997493
40975243,2857636
40975243,36429703
40975243,4280259
90590303,73347079
90590303,41375811
90590303,48905153
90590303,99726621
90590303,74997493
90590303,2857636
90590303,47163170
90590303,26847978
90590303,36429703
90590303,65711558
90590303,4280259
90590303,60303245
73347079,41375811
73347079,48905153
73347079,99726621
73347079,74997493
73347079,2857636
73347079,47163170
73347079,26847978
73347079,65711558
73347079,4280259
73347079,60303245
41375811,74997493
41375811,36429703
41375811,4280259
48905153,74997493
48905153,36429703
48905153,4280259
99726621,74997493
99726621,2857636
99726621,36429703
99726621,4280259
74997493,2857636
74997493,47163170
74997493,26847978
74997493,36429703
74997493,65711558
74997493,4280259
74997493,60303245
2857636,47163170
2857636,26847978
2857636,36429703
2857636,65711558
2857636,4280259
2857636,60303245
47163170,36429703
47163170,4280259
26847978,36429703
26847978,4280259
36429703,65711558
36429703,4280259
36429703,60303245
65711558,4280259
4280259,60303245
11609969,46796664
11609969,74069667
11609969,41546
11609969,83303851
11609969,72181263
11609969,45206713
11609969,72291412
11609969,19580308
11609969,33334269
11609969,8487449
11609969,14558127
11609969,51405049
11609969,51697825
11609969,46372010
11609969,73360025
11609969,1475311
11609969,2295440
11609969,24224830
11609969,9765723
11609969,16006416
11609969,82956492
11609969,74583607
11609969,84664085
11609969,27548199
11609969,50954680
11609969,44852429
11609969,987311
11609969,50091196
11609969,15939229
11609969,9024198
11609969,50588353
11609969,50277355
11609969,40227329
11609969,32349062
11609969,70368879
11609969,33907039
11609969,83764719
11609969,68431965
11609969,79559912
11609969,89558743
11609969,43694650
11609969,57624336
46796664,74069667
46796664,41546
46796664,83303851
46796664,72181263
46796664,45206713
46796664,72291412
46796664,19580308
46796664,33334269
46796664,8487449
46796664,14558127
46796664,51405049
46796664,51697825
46796664,46372010
46796664,73360025
46796664,1475311
46796664,2295440
46796664,24224830
46796664,9765723
46796664,16006416
46796664,82956492
46796664,74583607
46796664,84664085
46796664,27548199
46796664,50954680
46796664,44852429
46796664,987311
46796664,50091196
46796664,15939229
46796664,9024198
46796664,50588353
46796664,50277355
46796664,40227329
46796664,32349062
46796664,70368879
46796664,33907039
46796664,83764719
46796664,68431965
46796664,79559912
46796664,89558743
46796664,43694650
46796664,57624336
74069667,41546
74069667,83303851
74069667,72181263
74069667,45206713
74069667,72291412
74069667,19580308
74069667,33334269
74069667,8487449
74069667,14558127
74069667,51405049
74069667,51697825
74069667,46372010
74069667,73360025
74069667,1475311
74069667,2295440
74069667,24224830
74069667,9765723
74069667,16006416
74069667,82956492
74069667,74583607
74069667,84664085
74069667,27548199
74069667,50954680
74069667,44852429
74069667,987311
74069667,50091196
74069667,15939229
74069667,9024198
74069667,50588353
74069667,50277355
74069667,40227329
74069667,32349062
74069667,70368879
74069667,33907039
74069667,83764719
74069667,68431965
74069667,79559912
74069667,89558743
74069667,43694650
74069667,57624336
41546,83303851
41546,72181263
41546,45206713
41546,72291412
41546,19580308
41546,33334269
41546,8487449
41546,14558127
41546,51405049
41546,51697825
41546,46372010
41546,73360025
41546,1475311
41546,2295440
41546,24224830
41546,9765723
41546,16006416
41546,82956492
41546,74583607
41546,84664085
41546,27548199
41546,50954680
41546,44852429
41546,987311
41546,50091196
41546,15939229
41546,9024198
41546,50588353
41546,50277355
41546,40227329
41546,32349062
41546,70368879
41546,33907039
41546,83764719
41546,68431965
41546,79559912
41546,89558743
41546,43694650
41546,57624336
83303851,72181263
83303851,45206713
83303851,72291412
83303851,19580308
83303851,33334269
83303851,8487449
83303851,14558127
83303851,51405049
83303851,51697825
83303851,46372010
83303851,73360025
83303851,1475311
83303851,2295440
83303851,24224830
83303851,9765723
83303851,16006416
83303851,82956492
83303851,74583607
83303851,84664085
83303851,27548199
83303851,50954680
83303851,44852429
83303851,987311
83303851,50091196
83303851,15939229
83303851,9024198
83303851,50588353
83303851,50277355
83303851,40227329
83303851,32349062
83303851,70368879
83303851,33907039
83303851,83764719
83303851,68431965
83303851,79559912
83303851,89558743
83303851,43694650
83303851,57624336
72181263,45206713
72181263,72291412
72181263,19580308
72181263,33334269
72181263,8487449
72181263,14558127
72181263,51405049
72181263,51697825
72181263,46372010
72181263,73360025
72181263,1475311
72181263,2295440
72181263,24224830
72181263,9765723
72181263,16006416
72181263,82956492
72181263,74583607
72181263,84664085
72181263,27548199
72181263,50954680
72181263,44852429
72181263,987311
72181263,50091196
72181263,15939229
72181263,9024198
72181263,50588353
72181263,50277355
72181263,40227329
72181263,32349062
72181263,70368879
72181263,33907039
72181263,83764719
72181263,68431965
72181263,79559912
72181263,89558743
72181263,43694650
72181263,57624336
45206713,72291412
45206713,19580308
45206713,33334269
45206713,8487449
45206713,14558127
45206713,51405049
45206713,51697825
45206713,46372010
45206713,73360025
45206713,1475311
45206713,2295440
45206713,24224830
45206713,9765723
45206713,16006416
45206713,82956492
45206713,74583607
45206713,84664085
45206713,27548199
45206713,50954680
45206713,44852429
45206713,987311
45206713,50091196
45206713,15939229
45206713,9024198
45206713,50588353
45206713,50277355
45206713,40227329
45206713,32349062
45206713,70368879
45206713,33907039
45206713,83764719
45206713,68431965
45206713,79559912
45206713,89558743
45206713,43694650
45206713,57624336
72291412,19580308
72291412,33334269
72291412,8487449
72291412,14558127
72291412,51405049
72291412,51697825
72291412,46372010
72291412,73360025
72291412,1475311
72291412,2295440
72291412,24224830
72291412,9765723
72291412,16006416
72291412,82956492
72291412,74583607
72291412,84664085
72291412,27548199
72291412,50954680
72291412,44852429
72291412,987311
72291412,50091196
72291412,15939229
72291412,9024198
72291412,50588353
72291412,50277355
72291412,40227329
72291412,32349062
72291412,70368879
72291412,33907039
72291412,83764719
72291412,68431965
72291412,79559912
72291412,89558743
72291412,43694650
72291412,57624336
19580308,33334269
19580308,8487449
19580308,14558127
19580308,51405049
19580308,51697825
19580308,46372010
19580308,73360025
19580308,1475311
19580308,2295440
19580308,24224830
19580308,9765723
19580308,16006416
19580308,82956492
19580308,74583607
19580308,84664085
19580308,27548199
19580308,50954680
19580308,44852429
19580308,987311
19580308,50091196
19580308,15939229
19580308,9024198
19580308,50588353
19580308,50277355
19580308,40227329
19580308,32349062
19580308,70368879
19580308,33907039
19580308,83764719
19580308,68431965
19580308,79559912
19580308,89558743
19580308,43694650
19580308,57624336
33334269,8487449
33334269,14558127
33334269,51405049
33334269,51697825
33334269,46372010
33334269,73360025
33334269,1475311
33334269,2295440
33334269,24224830
33334269,9765723
33334269,16006416
33334269,82956492
33334269,74583607
33334269,84664085
33334269,27548199
33334269,50954680
33334269,44852429
33334269,987311
33334269,50091196
33334269,15939229
33334269,9024198
33334269,50588353
33334269,50277355
33334269,40227329
33334269,32349062
33334269,70368879
33334269,33907039
33334269,83764719
33334269,68431965
33334269,79559912
33334269,89558743
33334269,43694650
33334269,57624336
8487449,14558127
8487449,51697825
8487449,46372010
8487449,73360025
8487449,24224830
8487449,9765723
8487449,16006416
8487449,82956492
8487449,74583607
8487449,84664085
8487449,44852429
8487449,987311
8487449,50091196
8487449,15939229
8487449,9024198
8487449,50277355
8487449,40227329
8487449,32349062
8487449,33907039
8487449,83764719
8487449,68431965
8487449,79559912
8487449,89558743
8487449,43694650
8487449,57624336
14558127,51405049
14558127,51697825
14558127,46372010
14558127,73360025
14558127,9765723
14558127,16006416
14558127,82956492
14558127,74583607
14558127,44852429
14558127,987311
14558127,9024198
14558127,40227329
14558127,32349062
14558127,33907039
14558127,68431965
14558127,79559912
14558127,89558743
14558127,57624336
51405049,51697825
51405049,46372010
51405049,73360025
51405049,9765723
51405049,16006416
51405049,82956492
51405049,74583607
